W/T,imageID,C,style,sex,surveyID,train/vali,R_id,Q5
W,38656,10,sportivecasual,W,152859,vali,64561,2
W,12615,50,ivy,M,036335,vali,23471,2
W,11214,50,feminine,W,134766,vali,63742,1
W,08715,90,kitsch,W,042182,vali,26472,1
W,08115,90,hiphop,W,086418,vali,59502,2
W,12656,00,metrosexual,M,025544,vali,19125,2
W,16738,50,ivy,M,147728,vali,64339,2
T,05580,19,lounge,W,072222,vali,52399,2
W,02095,60,popart,W,130138,vali,63585,1
W,53808,80,bold,M,185229,vali,65680,2
W,25020,90,hiphop,M,051222,vali,29350,1
W,15756,70,hippie,M,234173,vali,68031,1
W,07279,80,bold,M,229064,vali,67745,1
W,24643,90,hiphop,M,157452,vali,64714,1
W,17135,00,metrosexual,M,120595,vali,63364,1
W,09577,19,lounge,W,115545,vali,62955,2
W,10107,60,mods,M,149554,vali,64447,1
W,57473,10,sportivecasual,M,057054,vali,31884,1
W,17747,80,bold,M,144776,vali,64221,1
W,02879,90,hiphop,M,088179,vali,59789,2
W,34621,90,kitsch,W,146807,vali,64299,1
W,07290,50,ivy,M,104673,vali,61859,2
W,10184,50,feminine,W,034591,vali,23079,2
W,00103,70,hippie,M,120442,vali,63361,1
W,16460,19,normcore,M,125600,vali,63481,1
W,01896,10,sportivecasual,W,042805,vali,26948,1
W,25174,70,hippie,M,151612,vali,64522,1
W,32385,19,normcore,M,149884,vali,64460,2
W,11067,00,metrosexual,M,078827,vali,57952,1
W,08733,90,grunge,W,125847,vali,63488,2
W,16693,70,hippie,M,139115,vali,63965,1
W,38585,60,mods,M,175503,vali,65179,1
W,04636,50,ivy,M,060120,vali,35283,2
W,13656,80,powersuit,W,133271,vali,63703,1
W,32383,00,metrosexual,M,107112,vali,62155,1
W,16281,70,hippie,M,199345,vali,66555,1
W,17944,70,hippie,M,039726,vali,25045,1
W,53112,90,lingerie,W,197774,vali,66513,1
W,16755,00,metrosexual,M,122212,vali,63405,1
W,14147,70,disco,W,000636,vali,179,1
W,27765,60,mods,M,154849,vali,64636,2
W,13574,90,hiphop,W,109442,vali,62361,1
W,30593,50,ivy,M,033765,vali,22793,2
W,14914,50,feminine,W,197778,vali,66513,1
W,07187,70,hippie,M,093405,vali,60270,1
W,27700,70,hippie,M,001861,vali,837,1
W,24758,50,ivy,M,091901,vali,60063,1
W,09119,60,mods,M,215911,vali,67203,1
W,09156,50,ivy,M,135880,vali,63769,1
W,17867,50,ivy,M,141127,vali,64055,1
W,14572,50,classic,W,103266,vali,61661,2
W,02845,60,mods,M,013188,vali,8709,1
W,18080,90,kitsch,W,129179,vali,63564,1
W,07018,19,normcore,M,138341,vali,63934,2
W,03732,10,sportivecasual,W,125240,vali,63474,2
W,01075,10,sportivecasual,W,089437,vali,59857,2
W,04212,50,ivy,M,139645,vali,63989,1
W,08040,90,kitsch,W,112953,vali,62728,2
W,02908,10,sportivecasual,M,142772,vali,64142,1
W,19576,90,grunge,W,125188,vali,63473,1
W,04207,50,ivy,M,107994,vali,62228,2
W,01896,10,sportivecasual,W,159857,vali,64774,1
W,11680,00,cityglam,W,005481,vali,2093,1
W,17857,00,metrosexual,M,011004,vali,6618,1
W,39812,90,kitsch,W,111901,vali,62598,1
W,38656,10,sportivecasual,W,149941,vali,64463,1
T,12567,80,powersuit,W,202853,vali,66693,2
W,14225,50,feminine,W,102908,vali,61618,1
W,13163,90,kitsch,W,088764,vali,59823,2
W,47546,60,minimal,W,154136,vali,64601,2
W,17353,50,ivy,M,107107,vali,62155,1
W,16032,80,bold,M,137583,vali,63910,1
W,18095,90,kitsch,W,125455,vali,63479,1
W,09277,10,sportivecasual,M,118828,vali,63249,2
W,02170,50,feminine,W,002640,vali,1174,1
W,12564,00,metrosexual,M,123258,vali,63429,1
W,12599,60,mods,M,196301,vali,66443,1
W,02170,50,feminine,W,078071,vali,57249,2
W,18093,00,ecology,W,123308,vali,63430,1
W,05917,60,space,W,048130,vali,28754,1
W,22783,70,hippie,W,115614,vali,62974,1
W,58887,00,metrosexual,M,231074,vali,67814,1
W,11685,50,classic,W,135501,vali,63759,1
W,11163,60,mods,M,006568,vali,2486,1
W,17787,50,ivy,M,091818,vali,60056,1
W,00496,60,mods,M,107158,vali,62168,2
W,49765,50,ivy,M,022522,vali,18527,1
W,15722,70,hippie,M,234106,vali,68022,1
W,19430,00,oriental,W,123481,vali,63434,1
W,42967,80,bodyconscious,W,171949,vali,65071,1
W,10104,60,mods,M,093287,vali,60260,2
T,00804,50,classic,W,210054,vali,66918,1
W,01925,10,sportivecasual,W,003599,vali,1880,2
W,03224,50,feminine,W,202874,vali,66694,1
W,09479,70,hippie,W,066319,vali,48094,1
W,18714,90,kitsch,W,084324,vali,59146,1
W,06046,10,sportivecasual,W,111005,vali,62530,2
W,11144,00,metrosexual,M,045709,vali,28437,1
W,04643,50,ivy,M,090527,vali,59965,2
W,15071,00,cityglam,W,123366,vali,63431,2
W,06590,90,hiphop,M,139682,vali,63992,2
W,16172,70,hippie,M,104959,vali,61892,1
W,18878,19,genderless,W,041609,vali,26059,1
W,10598,60,minimal,W,194584,vali,66380,2
T,00253,60,popart,W,079277,vali,58049,1
W,18202,60,minimal,W,131373,vali,63617,2
W,25209,90,hiphop,M,022111,vali,18296,1
W,50836,19,normcore,M,052118,vali,29658,1
W,33240,80,bodyconscious,W,137433,vali,63899,1
W,17310,70,hippie,M,137566,vali,63910,2
W,00033,60,mods,M,140794,vali,64043,2
W,29063,90,hiphop,M,146165,vali,64280,1
W,24553,70,hippie,M,196775,vali,66469,1
W,06889,90,hiphop,M,088137,vali,59783,1
T,13859,19,normcore,W,104472,vali,61823,2
W,32136,50,ivy,M,143090,vali,64152,1
W,12730,00,metrosexual,M,021216,vali,17509,1
W,15341,60,mods,M,202503,vali,66684,2
W,19158,90,kitsch,W,101640,vali,61460,2
W,23958,60,mods,M,151586,vali,64522,1
W,18506,80,bodyconscious,W,027810,vali,20124,1
W,15766,00,metrosexual,M,069041,vali,50099,2
W,16374,10,sportivecasual,M,147326,vali,64319,1
W,16121,80,bold,M,140763,vali,64043,2
W,16219,70,hippie,M,090570,vali,59965,1
W,33006,60,mods,M,196841,vali,66471,2
W,29063,90,hiphop,M,191321,vali,66114,2
W,00974,10,sportivecasual,W,125465,vali,63479,2
W,14787,60,minimal,W,128185,vali,63539,1
W,15294,50,ivy,M,086060,vali,59466,2
W,12128,80,bold,M,047101,vali,28571,1
W,24109,60,mods,M,068865,vali,50038,1
W,00551,19,normcore,M,176449,vali,65234,2
W,01035,70,military,W,091043,vali,59995,2
W,10984,50,feminine,W,070771,vali,51462,2
W,05562,10,sportivecasual,W,137162,vali,63871,2
W,22510,80,powersuit,W,158642,vali,64747,2
W,02345,60,space,W,135542,vali,63760,1
W,00299,50,feminine,W,127610,vali,63526,1
W,24141,50,ivy,M,152343,vali,64545,2
T,16501,10,sportivecasual,M,211742,vali,67013,2
W,04622,60,mods,M,200243,vali,66582,2
W,14570,60,minimal,W,101853,vali,61491,2
W,17447,80,bold,M,233436,vali,67960,2
W,24486,70,hippie,M,144642,vali,64216,1
W,15381,80,bold,M,144834,vali,64223,1
W,24717,60,mods,M,063261,vali,42339,1
W,05787,10,sportivecasual,W,023231,vali,18640,2
W,03727,19,genderless,W,102419,vali,61541,2
W,29897,60,mods,M,155539,vali,64660,2
W,16541,50,ivy,M,001992,vali,895,1
W,09479,70,hippie,W,063329,vali,42460,2
W,03412,50,classic,W,000041,vali,12,2
W,02701,60,mods,M,012972,vali,8325,2
W,04207,50,ivy,M,114819,vali,62901,2
W,26397,70,hippie,M,030712,vali,21432,1
W,02691,60,mods,M,126644,vali,63505,2
W,63644,10,sportivecasual,M,184930,vali,65659,1
W,05941,60,popart,W,102388,vali,61541,1
W,07290,50,ivy,M,101927,vali,61493,2
W,18391,50,classic,W,155630,vali,64662,1
W,03623,70,punk,W,127612,vali,63526,2
W,01056,00,cityglam,W,076344,vali,55052,1
W,01179,10,sportivecasual,W,134740,vali,63740,2
W,03334,90,kitsch,W,133527,vali,63711,1
W,28925,90,hiphop,M,234083,vali,68022,1
W,14469,60,space,W,106773,vali,62113,1
W,29251,10,sportivecasual,M,146159,vali,64280,1
W,48457,60,minimal,W,152877,vali,64561,1
W,05653,80,bodyconscious,W,126329,vali,63498,1
W,17616,70,hippie,M,071486,vali,51939,1
W,09089,60,minimal,W,033091,vali,22546,2
W,01654,90,hiphop,M,148954,vali,64403,1
W,24102,60,mods,M,046182,vali,28482,2
W,09475,00,cityglam,W,132415,vali,63644,2
W,13533,19,normcore,W,129903,vali,63579,1
W,13354,50,feminine,W,044010,vali,27543,2
W,07026,10,sportivecasual,M,098957,vali,61163,2
W,65122,10,sportivecasual,W,131638,vali,63622,2
W,12027,90,kitsch,W,081339,vali,58434,1
W,30591,50,ivy,M,045521,vali,28371,2
T,15499,10,sportivecasual,M,216076,vali,67211,1
W,15947,80,bold,M,067629,vali,49320,1
W,24211,70,hippie,M,030704,vali,21432,1
W,16067,80,bold,M,021089,vali,17441,2
T,12393,00,ecology,W,221148,vali,67481,1
W,61255,00,cityglam,W,171918,vali,65071,1
W,17058,19,normcore,M,109395,vali,62360,1
W,15217,00,metrosexual,M,147116,vali,64310,1
W,10781,60,mods,M,146337,vali,64285,1
W,19075,50,classic,W,019997,vali,16157,1
W,12378,80,bold,M,135030,vali,63748,1
T,12567,80,powersuit,W,076675,vali,55375,1
W,44918,60,minimal,W,089155,vali,59843,2
W,00004,50,ivy,M,185102,vali,65667,2
W,03663,10,sportivecasual,W,127219,vali,63517,2
W,06525,60,mods,M,122150,vali,63404,1
W,16630,50,ivy,M,154643,vali,64631,1
T,11680,80,powersuit,W,217180,vali,67280,2
W,05312,80,bodyconscious,W,004656,vali,2013,1
W,00366,60,minimal,W,191255,vali,66113,1
W,10779,50,ivy,M,137539,vali,63910,1
W,27750,60,mods,M,146671,vali,64295,1
W,38785,60,minimal,W,171914,vali,65071,2
W,12518,90,hiphop,M,115384,vali,62941,1
W,13789,60,space,W,004816,vali,2032,1
W,03663,10,sportivecasual,W,002334,vali,1027,1
W,53613,10,sportivecasual,W,171661,vali,65066,2
W,06576,50,ivy,M,144265,vali,64206,2
W,28719,10,sportivecasual,M,191080,vali,66086,2
W,17221,70,hippie,M,123189,vali,63428,1
W,06715,00,metrosexual,M,043807,vali,27404,1
W,09889,10,sportivecasual,M,108434,vali,62264,2
W,13859,10,athleisure,W,128478,vali,63545,1
W,10781,60,mods,M,200301,vali,66585,2
W,07532,70,hippie,W,134711,vali,63740,1
W,13518,80,powersuit,W,004268,vali,1999,2
W,09881,10,sportivecasual,M,133817,vali,63718,2
T,21992,70,hippie,M,230805,vali,67801,1
W,05868,50,ivy,M,089863,vali,59901,2
W,10844,60,mods,M,108020,vali,62228,2
W,16295,70,hippie,M,091318,vali,60015,1
W,24517,70,hippie,M,174245,vali,65139,1
W,32800,60,mods,M,142500,vali,64124,1
W,33006,60,mods,M,203304,vali,66712,2
W,06874,90,hiphop,M,230281,vali,67786,2
W,08040,90,kitsch,W,122832,vali,63419,2
W,03082,50,feminine,W,052490,vali,29708,1
W,01234,10,sportivecasual,W,077725,vali,56795,2
W,17967,19,normcore,M,006416,vali,2386,2
W,30223,19,normcore,M,153167,vali,64571,1
W,38585,60,mods,M,170928,vali,65047,2
W,28480,60,minimal,W,159131,vali,64756,1
W,07981,70,military,W,131151,vali,63612,2
W,00709,60,popart,W,175137,vali,65166,1
W,10781,60,mods,M,145547,vali,64252,1
W,05736,90,kitsch,W,094567,vali,60510,2
W,05787,10,sportivecasual,W,022946,vali,18606,2
W,15523,70,hippie,M,142693,vali,64129,1
W,17616,70,hippie,M,088646,vali,59819,1
W,30559,50,ivy,M,147103,vali,64310,1
W,03293,19,normcore,W,131565,vali,63621,1
W,02277,80,bodyconscious,W,072436,vali,52616,1
W,14828,50,classic,W,164329,vali,64895,1
W,01000,10,sportivecasual,W,131779,vali,63627,2
W,02140,10,sportivecasual,W,047434,vali,28606,1
W,03771,00,oriental,W,159847,vali,64773,1
W,17783,80,bold,M,148995,vali,64405,1
T,12453,19,lounge,W,100956,vali,61371,2
W,11024,70,hippie,M,143092,vali,64152,2
T,07990,60,mods,M,196749,vali,66469,2
W,17478,19,normcore,M,025304,vali,19071,1
W,14218,19,genderless,W,110964,vali,62525,1
W,04395,80,bold,M,031924,vali,22324,1
W,01234,10,sportivecasual,W,133183,vali,63701,2
T,12567,80,powersuit,W,102030,vali,61503,2
W,04207,50,ivy,M,028693,vali,20458,2
W,33002,60,mods,M,039676,vali,25042,1
W,01463,60,mods,M,078848,vali,57952,2
W,00842,10,sportivecasual,M,092976,vali,60234,2
